1
240.3427,166.2968,117.6403,113.4882
230.2021,176.9227,119.1256,114.7425
211.6634,196.4355,120.5899,113.5918
208.0891,207.9223,118.8201,112.1253
212.6703,203.8082,119.1989,112.9096
213.4621,191.4107,118.4621,114.0362
211.2040,191.3453,117.9702,115.2650
188.8163,213.9848,120.5828,114.0315
138.1255,244.6929,121.2660,114.4702
180.9649,244.4816,123.4380,113.5964
237.4250,224.3130,124.0442,112.1090
219.4353,206.4253,122.7126,112.2502
210.1311,198.5327,121.0635,112.5964
202.6483,201.6810,121.5543,112.0815
185.4498,205.4978,121.9880,112.7913
186.4879,213.2099,121.2793,113.0326
197.0971,210.2472,123.6756,111.5625
211.7553,186.3582,123.8745,111.6210
209.6328,148.1279,123.7898,113.0320
192.2143,136.0394,123.6529,114.2778
194.9370,159.1702,126.4474,113.4149
227.5912,191.9086,128.0939,113.5277
252.8543,226.9599,130.2810,113.1983
263.4868,238.8704,126.2183,112.5728
252.8272,239.9401,124.4820,114.0730
236.2495,243.9821,123.0554,114.1817
231.7767,245.6572,121.8454,113.2247
226.1417,234.2849,121.7678,115.0124
220.0729,220.7462,121.2745,114.1230
220.2312,213.9870,120.1328,113.1348
226.7069,204.1394,122.2999,113.6069
235.2586,190.9120,123.5950,114.9048
231.6450,168.8046,125.5822,117.0135
219.8488,149.5984,125.1428,117.4563
214.7974,130.5802,122.5956,116.1642
221.2433,118.3912,124.9591,114.2192
237.3556,123.8449,125.0726,114.2305
246.5649,128.0530,122.8702,113.2203
248.6781,136.1608,122.0139,113.1500
258.9608,171.3063,121.3718,112.7779
261.8543,210.8811,121.0201,113.9517
267.9862,228.7886,120.1096,113.3690
271.5732,233.0831,119.1035,113.1826
265.8585,231.0826,118.9306,112.3436
258.5186,214.9971,118.8729,113.6824
257.8746,212.5039,119.1830,111.8564
260.2902,189.5304,119.4794,115.9615
262.5315,158.1461,120.2535,117.0977
264.2270,155.8881,119.7580,116.3378
266.1703,177.5677,119.4178,114.3220
260.8846,180.5987,118.9265,112.6137
261.2583,178.4990,118.5039,111.5058
263.8175,178.5783,117.8572,110.9437
270.9876,182.9271,119.0217,111.4477
279.5185,192.2511,119.6815,112.6173
274.9451,204.6112,121.4895,113.1777
252.3592,215.7937,124.3810,109.1983
209.3323,210.9916,132.3449,108.8327
190.8423,208.0209,127.5154,109.6062
199.0693,206.5136,126.4161,110.1197
222.0501,209.8361,129.7788,109.5232
258.8497,216.9626,133.7603,106.7777
288.5114,214.9005,139.6251,107.2034
320.7721,216.3745,132.1738,109.1856
320.2822,217.7495,128.5214,110.9318
308.7783,207.3690,127.9062,112.5231
282.1105,185.2195,130.3049,113.2349
253.1514,161.1576,132.2065,114.4987
233.9950,157.1859,127.8551,112.3086
235.0430,162.7663,125.7896,114.3307
243.0609,178.2516,125.2621,116.0361
248.4122,194.0899,123.7162,115.2574
262.7710,211.1469,125.6337,113.8964
290.1615,222.3745,126.2686,112.9087
303.2359,230.9665,123.3660,111.7139
300.8893,238.9193,123.6344,111.8774
292.7623,246.0284,122.9384,112.4240
281.5076,244.9045,122.7649,111.6871
253.5476,238.3512,126.6689,109.3428
223.2956,226.5197,126.8739,110.3124
207.3371,226.8636,124.3194,110.4044
205.6631,232.0665,121.6304,110.3406
215.1633,228.4354,122.7178,110.9141
230.0129,203.9872,125.0905,112.6165
244.6632,174.3424,125.0709,116.0522
259.4284,148.7731,127.6344,115.5399
291.9594,146.0629,127.4390,110.6495
313.7741,143.0304,125.1196,111.9593
322.9317,151.3077,123.5210,113.0811
319.9328,162.9461,123.9303,115.5087
310.0667,179.0203,124.0447,112.9625
290.0558,191.6376,124.8632,111.4570
260.7242,209.2188,125.9797,111.0059
242.8639,225.0111,126.0483,110.4547
227.4485,225.8062,125.7320,110.0606
216.3256,211.6657,125.5890,112.1636
205.6504,204.8005,124.7022,111.6871
199.1675,200.3815,122.9540,111.2391
208.9309,193.0307,124.1959,111.6054
225.8641,173.1047,124.9010,113.1705
241.5650,164.2386,124.3243,113.0827
254.2345,172.7044,124.8490,111.0622
272.4832,187.0166,126.3032,112.8063
291.5593,212.5988,126.1301,111.9727
300.7625,221.6097,123.6154,111.2471
289.2443,208.2981,126.0397,111.0907
249.5244,191.3309,131.0968,108.7350
198.0810,205.9450,131.4793,106.8854
167.2655,211.2806,131.4332,108.4059
153.9351,224.5419,128.6926,112.5658
156.6913,235.2849,125.3267,112.2843
169.9741,215.9100,126.6225,114.3512
195.3312,192.7907,128.5434,113.7532
219.8470,175.6081,126.8400,111.2300
225.8248,172.0024,123.8397,112.9415
223.0842,185.9974,122.9455,115.1897
219.3665,204.0753,122.0654,113.0099
216.2952,200.7976,121.3103,112.8629
225.6682,195.2245,122.8296,111.2469
234.2760,193.2943,121.6057,111.7503
230.1574,201.2032,123.1712,114.1561
217.2525,219.7819,124.1012,112.9493
200.8388,219.4374,123.9980,112.4446
195.8923,201.7085,123.2268,115.3017
194.2553,186.2315,121.9501,114.9282
190.7052,185.6845,121.2081,113.6475
191.9896,192.3548,122.6083,117.7694
200.9460,218.2377,122.7766,118.5147
200.6085,244.6365,123.2845,118.2460
193.9109,241.7142,123.0565,118.1836
193.8267,208.7633,122.2720,120.7730
