1
192.6633,24.8721,77.2646,78.6839
192.3107,25.0034,77.3727,77.6838
193.0703,25.4627,76.9491,77.7288
190.4485,25.6236,79.9888,78.1086
191.3882,25.9129,79.5273,78.2517
190.4991,25.9085,79.7198,78.5453
191.9807,26.5679,77.8101,77.8155
193.0502,28.2251,76.4139,76.6745
192.3793,29.2785,75.7297,76.5008
191.3517,30.9892,76.4040,76.3898
190.3486,33.1315,75.9268,76.3045
188.2423,34.4197,77.0153,76.9211
182.7233,35.6520,79.7428,76.5006
182.7172,37.0131,81.1817,75.3049
183.1438,38.6835,82.1779,75.7591
183.4417,39.2840,82.0406,76.2869
181.7285,39.3577,80.9461,77.4668
182.4810,41.2496,82.3443,77.0946
179.5528,42.6368,82.2859,76.8790
180.5041,44.5374,81.0120,76.9755
181.3488,46.2025,77.9617,75.5727
179.8203,47.8274,76.5878,74.9940
179.4046,49.7664,76.2885,73.8051
179.5695,51.2423,76.3804,72.3571
179.0096,51.7151,76.2340,71.5962
180.1136,51.7748,76.5985,72.5221
179.8821,52.0182,76.6374,72.2490
181.6046,52.7933,75.7586,71.4721
186.5851,53.0894,72.7228,70.1589
187.9243,54.0732,71.4033,70.6814
187.8955,53.2332,71.6074,71.0393
191.7678,54.0335,70.1275,70.3970
190.0665,52.9637,70.5655,69.6174
190.3189,53.3066,71.7519,69.0514
193.6342,53.4113,70.4137,69.0506
196.9851,52.7003,68.7588,69.6563
201.4547,52.8867,66.1705,69.5886
205.9998,53.3499,62.9545,69.6248
209.2853,52.8936,60.5899,69.6932
213.3278,53.6978,58.0451,69.9608
214.3998,52.5180,56.5903,70.6036
220.9087,53.3279,53.2062,72.3175
226.3768,49.7899,50.7004,71.9147
229.7548,48.9151,48.2174,72.3613
233.0175,45.3364,45.7770,70.9587
234.3366,45.7318,43.3584,69.9255
232.9162,44.6906,41.9166,68.2113
233.1378,46.4225,40.7932,68.1935
233.5557,47.2451,39.5570,70.1122
232.0963,43.9426,39.2002,70.1824
228.9173,43.8635,39.5752,71.2710
224.4603,40.2682,40.5267,71.4730
220.0661,39.2424,41.5898,70.5347
216.4705,40.9354,42.5057,71.4331
214.7634,38.7383,43.2063,70.1769
210.9904,38.9760,44.8418,70.3232
208.9138,42.1958,46.6507,70.3607
207.8364,42.6297,47.9125,70.1633
207.7529,44.8722,48.3067,69.5475
204.8989,45.7565,49.3240,69.4960
203.1141,45.1323,50.1453,70.0594
202.6965,47.6194,50.5742,70.5938
200.0962,48.6749,51.2342,70.6055
193.0487,50.1264,54.5948,70.7424
190.1796,52.3070,56.1164,72.6080
186.7051,55.0117,56.9549,75.4487
179.8041,51.0364,59.7840,77.8082
176.3422,51.8123,61.6693,80.4019
170.1316,52.4308,64.0949,86.5701
168.4574,49.9749,64.4520,90.0870
162.1255,49.5745,65.2642,91.8180
154.7546,50.3240,67.5014,90.7466
144.9213,50.9729,71.0640,88.9743
140.3676,53.5668,73.9825,87.7451
137.4762,56.0416,76.4975,87.3065
137.6437,57.9751,76.3608,86.6469
138.9310,60.6089,75.4581,85.5691
133.7216,62.2543,75.4335,84.3635
122.8463,62.1752,83.2200,83.5129
117.3301,63.8067,89.2336,84.3162
112.1235,60.9177,95.7573,86.7857
108.5616,62.3173,100.9782,89.6864
101.6425,57.6329,102.4548,93.7047
97.6648,53.4685,99.8422,98.5648
95.4299,51.4783,98.9963,103.1794
95.1715,51.9704,98.3697,106.6741
91.7034,46.8630,95.2160,107.7847
91.8247,47.5227,92.7698,110.4574
92.4548,51.5555,93.0896,113.6502
92.1515,48.5067,90.9725,115.2641
92.5562,50.8466,90.1896,119.3137
91.9070,49.3129,89.4034,123.4789
87.7681,47.1846,89.0871,125.7186
85.7699,45.4461,89.7600,127.0480
86.9566,44.5748,89.8885,127.4979
85.0065,38.6374,89.9543,125.9059
75.1985,83.1535,95.2914,118.2430
73.2706,93.4345,99.6204,109.8737
68.0990,99.7086,104.0771,100.9815
64.8936,106.2981,106.6918,93.9055
61.7438,110.1787,108.3762,88.4569
60.7565,113.7484,106.9589,83.8340
63.5748,117.9512,108.2103,81.2565
61.6692,121.6514,107.8785,78.7180
73.2701,118.7832,107.5994,77.3810
80.9915,124.2502,108.8988,75.2822
88.3489,123.3018,111.0852,73.4933
92.6611,126.1985,114.0035,74.1056
94.7805,125.4103,116.6968,74.4773
97.2112,125.1552,118.5863,74.9526
101.4682,122.0830,118.0209,75.9451
103.6767,118.5079,116.3251,77.6100
109.4532,113.3184,114.7459,76.7627
108.0072,111.4085,112.0820,78.6508
109.9949,110.1662,107.9595,78.9298
113.2354,109.9979,103.9165,78.6728
118.4917,106.9319,100.8470,79.7975
123.9156,110.2962,96.9932,77.8048
132.3893,100.9869,92.3827,79.5440
146.6843,97.2854,88.0959,82.2716
150.3470,88.8982,80.9200,84.9814
155.9769,81.0419,76.2992,86.7004
162.3911,72.6179,72.4433,88.6248
170.0522,70.8699,69.7978,91.2050
183.5871,59.7556,68.3897,92.5659
182.7592,58.8032,66.2926,93.8753
186.9390,49.7727,63.2787,99.2288
188.0390,42.8672,61.9374,102.8737
191.6248,40.1210,61.5325,104.5853
191.6467,47.0353,62.0191,104.6681
186.8710,38.9331,63.6350,104.8601
197.0768,41.0747,65.0328,105.6091
207.9162,58.6880,64.4408,107.7377
205.7509,51.9947,64.3263,110.9085
208.7862,54.9021,63.6544,113.7378
211.9212,62.5754,62.5060,115.5177
213.7382,63.8920,61.5493,117.5070
213.3620,66.9930,61.3075,119.0329
214.4105,70.8793,61.3627,118.2934
217.1745,70.9138,61.1188,118.1658
217.7030,73.1301,60.6877,116.8539
219.2022,74.5481,60.3124,115.6338
220.4776,71.9419,59.6216,114.5337
219.2091,78.7498,59.3715,113.4700
219.7245,75.1030,58.2507,113.6289
217.5043,76.7624,58.0232,114.5052
216.7217,77.7731,57.4534,114.9016
216.0258,80.3274,57.3232,115.5715
214.4073,79.5538,57.6228,114.4125
212.4678,83.5411,57.7588,112.5015
210.4871,88.5389,58.3738,112.1637
210.9541,91.6574,58.9183,110.8316
209.5294,92.6494,58.3483,110.8051
206.6850,86.0805,57.6838,108.9770
206.1655,87.4077,57.2463,109.4658
205.5525,92.3977,56.4587,111.8538
205.8779,100.0273,56.1903,113.7920
206.7928,102.5205,56.2146,115.1461
209.7234,115.1975,56.7849,112.8414
207.6081,118.1995,57.2283,109.9575
209.5095,118.7587,58.1259,107.8666
208.9127,119.1097,58.6920,106.2549
208.7736,122.3164,59.0357,105.0567
209.8504,118.8121,58.7668,104.4789
209.5616,125.1963,59.3588,103.1330
211.1731,121.0023,60.0065,102.6151
207.4106,125.3736,60.0719,102.9701
210.1697,120.2291,59.4518,103.1451
210.7038,128.3110,60.1664,101.6828
210.8840,127.3461,60.3982,100.9684
212.9482,126.0458,60.7898,100.4099
211.4557,120.4224,61.1230,100.5457
210.9111,119.8019,60.2948,101.6387
206.7852,124.8605,60.6931,100.4123
203.4319,124.6772,61.0075,99.5926
198.7175,126.0989,62.0429,98.7486
195.3916,123.9741,62.7531,97.2542
191.6767,123.6511,63.6717,96.7259
188.1890,118.6485,64.3457,96.8532
186.2269,105.9732,63.3002,98.7624
183.7643,103.2448,63.7181,99.9222
181.6264,105.5764,64.7747,100.9390
178.5323,107.3271,65.2632,101.9885
170.1992,102.4830,67.2815,103.0590
166.9172,97.8571,66.0378,103.6475
165.1720,96.1432,64.8710,103.5843
165.4233,94.4947,64.9340,103.6699
166.1786,93.0802,62.9724,104.4077
163.1856,90.9835,63.2980,103.6384
159.0797,88.4547,64.6149,102.8293
157.6631,84.9308,65.7796,101.9221
159.2385,75.7490,65.2167,99.8529
156.1314,72.3653,65.6051,97.7005
152.6404,70.0064,64.8139,95.5840
144.3375,64.0287,63.9497,95.6420
141.9278,58.5179,63.5767,95.4032
132.1937,55.7108,66.1584,95.1730
108.2872,48.4930,71.5198,95.6831
103.8605,48.9030,75.8108,97.6021
106.2908,45.4284,82.5385,98.8817
100.4017,44.7298,87.4793,99.3258
95.3279,46.8717,88.4531,102.4425
87.2051,43.4999,90.3790,102.6217
77.7696,43.3863,95.3503,100.5732
75.7433,46.9611,98.3576,101.2189
72.1513,44.7895,101.6454,101.4220
70.6234,41.6958,101.8130,101.6920
68.3912,39.0949,103.4720,100.5227
63.8293,34.8918,105.3494,98.4193
61.4810,32.6599,107.1974,96.3598
59.9248,32.6594,107.8030,95.3936
59.7334,32.1544,107.8272,95.2812
59.1959,31.3306,109.7772,96.4180
54.5810,32.6730,111.9402,98.0738
49.5990,32.1815,118.1030,98.0025
42.2580,32.7978,123.1418,97.3021
36.9761,31.2087,125.7376,94.8988
35.4486,31.5589,129.5069,92.6976
31.0666,32.9708,133.8562,90.6673
28.5739,35.7741,136.8430,89.6249
27.9747,38.1458,140.1703,88.2120
25.0122,40.8986,142.4682,87.3456
23.7449,43.7606,143.7086,87.7704
24.9651,46.6965,144.1565,88.3885
25.1754,46.0653,143.3351,88.2450
26.3715,47.9627,141.4482,87.1051
27.9146,49.0390,140.9022,87.9033
29.8921,50.3159,140.6669,91.1265
32.0622,49.8872,139.2923,92.6451
33.5546,49.3776,137.0993,94.0855
37.6232,49.2539,134.5737,94.3557
43.2553,47.7609,131.1655,94.9429
46.2077,49.9611,128.8045,95.8996
52.8929,49.8424,123.3948,97.3500
56.5646,48.9786,118.9010,98.8484
59.3963,48.6292,116.1162,99.2517
60.6975,49.5130,114.3399,98.5734
63.2158,50.6459,111.4609,97.3043
69.8752,50.1610,105.1235,97.0282
70.9626,49.2400,102.0810,98.2654
72.8040,48.6706,100.7095,98.6662
79.5513,48.9957,96.6097,99.4059
82.5299,48.7707,94.5468,100.2940
86.2363,47.9820,94.3027,102.7947
88.2218,48.0569,92.7609,104.8556
92.3161,48.5759,93.1543,106.0138
92.5224,47.0802,91.8092,107.5165
94.9666,49.3307,92.6452,107.2271
97.1150,52.7327,94.5736,107.7443
98.2430,49.4866,96.5269,109.1839
100.3012,50.6596,100.3249,109.2737
103.8347,52.6931,104.6037,109.8525
106.2870,56.2269,107.6182,108.1700
102.9731,53.0524,110.3101,108.1240
102.5478,52.9008,114.1949,109.3521
103.2715,56.1747,117.7533,109.7026
103.9751,57.6375,120.9044,109.7386
106.2873,60.4517,123.6087,108.9439
114.5354,71.9459,124.4777,106.1804
115.3170,86.9049,125.5516,102.4399
117.1690,81.8390,125.8631,100.7613
126.0810,89.0076,126.5116,99.4001
110.0176,67.4105,128.2488,99.4509
116.5633,73.4662,130.3990,99.4220
141.1287,100.4044,129.2758,95.6803
148.5852,100.7645,128.8884,92.0904
154.0455,102.6671,128.8136,89.3304
164.7798,104.2087,128.9080,84.9043
157.8336,105.1625,128.9862,81.3714
159.6999,103.8021,126.5295,78.2918
166.0102,109.2728,126.1223,75.7011
173.8354,108.6284,124.9518,74.4793
182.5088,119.9413,126.3014,71.5603
